-1.000000000000000000e+01,-2.507429692956346301e+01
-9.959919839679358233e+00,-2.495389971521779060e+01
-9.919839679358718243e+00,-2.483350250087212174e+01
-9.879759519038076476e+00,-2.471310528652644578e+01
-9.839679358717434710e+00,-2.459270807218076982e+01
-9.799599198396792943e+00,-2.447231085783509741e+01
-9.759519038076152952e+00,-2.435191364348942855e+01
-9.719438877755511186e+00,-2.423151642914375259e+01
-9.679358717434869419e+00,-2.411111921479808018e+01
-9.639278557114227652e+00,-2.399072200045240422e+01
-9.599198396793587662e+00,-2.387032478610673536e+01
-9.559118236472945895e+00,-2.374992757176105940e+01
-9.519038076152304129e+00,-2.362953035741538699e+01
-9.478957915831664138e+00,-2.350913314306971813e+01
-9.438877755511022372e+00,-2.338873592872404217e+01
-9.398797595190380605e+00,-2.326833871437836621e+01
-9.358717434869738838e+00,-2.314794150003269380e+01
-9.318637274549098848e+00,-2.302754428568702494e+01
-9.278557114228457081e+00,-2.290714707134134898e+01
-9.238476953907815314e+00,-2.278674985699567657e+01
-9.198396793587175324e+00,-2.266635264265000771e+01
-9.158316633266533557e+00,-2.254595542830433175e+01
-9.118236472945891791e+00,-2.242555821395865578e+01
-9.078156312625250024e+00,-2.230516099961298337e+01
-9.038076152304610034e+00,-2.218476378526731452e+01
-8.997995991983968267e+00,-2.206436657092163856e+01
-8.957915831663326500e+00,-2.194396935657596615e+01
-8.917835671342684734e+00,-2.182357214223029018e+01
-8.877755511022044743e+00,-2.170317492788462133e+01
-8.837675350701402976e+00,-2.158277771353894536e+01
-8.797595190380761210e+00,-2.146238049919327295e+01
-8.757515030060119443e+00,-2.134198328484759699e+01
-8.717434869739479453e+00,-2.122158607050192813e+01
-8.677354709418837686e+00,-2.110118885615625217e+01
-8.637274549098195919e+00,-2.098079164181057976e+01
-8.597194388777555929e+00,-2.086039442746491090e+01
-8.557114228456914162e+00,-2.073999721311923494e+01
-8.517034068136272396e+00,-2.061959999877356253e+01
-8.476953907815630629e+00,-2.049920278442788657e+01
-8.436873747494990639e+00,-2.037880557008221771e+01
-8.396793587174348872e+00,-2.025840835573654175e+01
-8.356713426853707105e+00,-2.013801114139086934e+01
-8.316633266533067115e+00,-2.001761392704520048e+01
-8.276553106212425348e+00,-1.989721671269952452e+01
-8.236472945891783581e+00,-1.977681949835384856e+01
-8.196392785571141815e+00,-1.965642228400817615e+01
-8.156312625250501824e+00,-1.953602506966250729e+01
-8.116232464929860058e+00,-1.941562785531683133e+01
-8.076152304609218291e+00,-1.929523064097115892e+01
-8.036072144288576524e+00,-1.917483342662548296e+01
-7.995991983967936534e+00,-1.905443621227981410e+01
-7.955911823647294767e+00,-1.893403899793413814e+01
-7.915831663326653000e+00,-1.881364178358846573e+01
-7.875751503006012122e+00,-1.869324456924279332e+01
-7.835671342685371243e+00,-1.857284735489712091e+01
-7.795591182364729477e+00,-1.845245014055144850e+01
-7.755511022044087710e+00,-1.833205292620577254e+01
-7.715430861723446831e+00,-1.821165571186010013e+01
-7.675350701402805953e+00,-1.809125849751442772e+01
-7.635270541082164186e+00,-1.797086128316875531e+01
-7.595190380761523308e+00,-1.785046406882308290e+01
-7.555110220440882429e+00,-1.773006685447741049e+01
-7.515030060120240663e+00,-1.760966964013173452e+01
-7.474949899799598896e+00,-1.748927242578606212e+01
-7.434869739478958017e+00,-1.736887521144038971e+01
-7.394789579158317139e+00,-1.724847799709471730e+01
-7.354709418837675372e+00,-1.712808078274904489e+01
-7.314629258517033605e+00,-1.700768356840336892e+01
-7.274549098196392727e+00,-1.688728635405769651e+01
-7.234468937875751848e+00,-1.676688913971202410e+01
-7.194388777555110082e+00,-1.664649192536635169e+01
-7.154308617234469203e+00,-1.652609471102067928e+01
-7.114228456913828325e+00,-1.640569749667500687e+01
-7.074148296593186558e+00,-1.628530028232933091e+01
-7.034068136272544791e+00,-1.616490306798365850e+01
-6.993987975951903913e+00,-1.604450585363798609e+01
-6.953907815631263034e+00,-1.592410863929231368e+01
-6.913827655310621267e+00,-1.580371142494664127e+01
-6.873747494989979501e+00,-1.568331421060096531e+01
-6.833667334669338622e+00,-1.556291699625529290e+01
-6.793587174348697744e+00,-1.544251978190962049e+01
-6.753507014028055977e+00,-1.532212256756394808e+01
-6.713426853707415098e+00,-1.520172535321827567e+01
-6.673346693386774220e+00,-1.508132813887260326e+01
-6.633266533066132453e+00,-1.496093092452693085e+01
-6.593186372745490686e+00,-1.484053371018125489e+01
-6.553106212424849808e+00,-1.472013649583558248e+01
-6.513026052104208929e+00,-1.459973928148991007e+01
-6.472945891783567163e+00,-1.447934206714423766e+01
-6.432865731462925396e+00,-1.435894485279856170e+01
-6.392785571142284518e+00,-1.423854763845288929e+01
-6.352705410821643639e+00,-1.411815042410721688e+01
-6.312625250501001872e+00,-1.399775320976154447e+01
-6.272545090180360994e+00,-1.387735599541587206e+01
-6.232464929859720115e+00,-1.375695878107019965e+01
-6.192384769539078349e+00,-1.363656156672452724e+01
-6.152304609218436582e+00,-1.351616435237885128e+01
-6.112224448897795703e+00,-1.339576713803317887e+01
-6.072144288577154825e+00,-1.327536992368750646e+01
-6.032064128256513058e+00,-1.315497270934183405e+01
-5.991983967935872180e+00,-1.303457549499616164e+01
-5.951903807615230413e+00,-1.291417828065048568e+01
-5.911823647294589534e+00,-1.279378106630481327e+01
-5.871743486973947768e+00,-1.267338385195914086e+01
-5.831663326653306889e+00,-1.255298663761346845e+01
-5.791583166332665122e+00,-1.243258942326779248e+01
-5.751503006012024244e+00,-1.231219220892212363e+01
-5.711422845691383365e+00,-1.219179499457645122e+01
-5.671342685370741599e+00,-1.207139778023077525e+01
-5.631262525050100720e+00,-1.195100056588510284e+01
-5.591182364729458953e+00,-1.183060335153943043e+01
-5.551102204408818075e+00,-1.171020613719375802e+01
-5.511022044088176308e+00,-1.158980892284808206e+01
