"Points:0","Points:1","Points:2","T","U:0","U:1","U:2"
0,0,-0.5,0.7618,0,0,0
0.2,0,-0.5,0.76167,0,0,0
0.4,0,-0.5,0.76129,0,0,0
0.6,0,-0.5,0.76065,0,0,0
0.8,0,-0.5,0.75975,0,0,0
1,0,-0.5,0.75859,0,0,0
1.2,0,-0.5,0.75718,0,0,0
1.4,0,-0.5,0.75552,0,0,0
1.6,0,-0.5,0.7536,0,0,0
1.8,0,-0.5,0.75144,0,0,0
2,0,-0.5,0.74903,0,0,0
2.2,0,-0.5,0.74637,0,0,0
2.4,0,-0.5,0.74347,0,0,0
2.6,0,-0.5,0.74033,0,0,0
2.8,0,-0.5,0.73695,0,0,0
3,0,-0.5,0.73334,0,0,0
3.2,0,-0.5,0.72949,0,0,0
3.4,0,-0.5,0.72543,0,0,0
3.6,0,-0.5,0.72113,0,0,0
3.8,0,-0.5,0.71662,0,0,0
4,0,-0.5,0.7119,0,0,0
4.2,0,-0.5,0.70697,0,0,0
4.4,0,-0.5,0.70183,0,0,0
4.6,0,-0.5,0.69649,0,0,0
4.8,0,-0.5,0.69096,0,0,0
5,0,-0.5,0.68524,0,0,0
5.2,0,-0.5,0.67934,0,0,0
5.4,0,-0.5,0.67326,0,0,0
5.6,0,-0.5,0.66701,0,0,0
5.8,0,-0.5,0.66059,0,0,0
6,0,-0.5,0.65401,0,0,0
6.2,0,-0.5,0.64728,0,0,0
6.4,0,-0.5,0.64041,0,0,0
6.6,0,-0.5,0.63339,0,0,0
6.8,0,-0.5,0.62625,0,0,0
7,0,-0.5,0.61897,0,0,0
7.2,0,-0.5,0.61158,0,0,0
7.4,0,-0.5,0.60408,0,0,0
7.6,0,-0.5,0.59648,0,0,0
7.8,0,-0.5,0.58878,0,0,0
8,0,-0.5,0.58099,0,0,0
8.2,0,-0.5,0.57313,0,0,0
8.4,0,-0.5,0.56518,0,0,0
8.6,0,-0.5,0.55718,0,0,0
8.8,0,-0.5,0.54912,0,0,0
9,0,-0.5,0.54101,0,0,0
9.2,0,-0.5,0.53285,0,0,0
9.4,0,-0.5,0.52467,0,0,0
9.6,0,-0.5,0.51646,0,0,0
9.8,0,-0.5,0.50824,0,0,0
10,0,-0.5,0.5,0,0,0
10.2,0,-0.5,0.49177,0,0,0
10.4,0,-0.5,0.48354,0,0,0
10.6,0,-0.5,0.47534,0,0,0
10.8,0,-0.5,0.46715,0,0,0
11,0,-0.5,0.459,0,0,0
11.2,0,-0.5,0.45089,0,0,0
11.4,0,-0.5,0.44283,0,0,0
11.6,0,-0.5,0.43482,0,0,0
11.8,0,-0.5,0.42688,0,0,0
12,0,-0.5,0.41901,0,0,0
12.2,0,-0.5,0.41122,0,0,0
12.4,0,-0.5,0.40352,0,0,0
12.6,0,-0.5,0.39592,0,0,0
12.8,0,-0.5,0.38842,0,0,0
13,0,-0.5,0.38103,0,0,0
13.2,0,-0.5,0.37376,0,0,0
13.4,0,-0.5,0.36661,0,0,0
13.6,0,-0.5,0.3596,0,0,0
13.8,0,-0.5,0.35272,0,0,0
14,0,-0.5,0.34599,0,0,0
14.2,0,-0.5,0.33942,0,0,0
14.4,0,-0.5,0.333,0,0,0
14.6,0,-0.5,0.32675,0,0,0
14.8,0,-0.5,0.32067,0,0,0
15,0,-0.5,0.31476,0,0,0
15.2,0,-0.5,0.30904,0,0,0
15.4,0,-0.5,0.30351,0,0,0
15.6,0,-0.5,0.29818,0,0,0
15.8,0,-0.5,0.29304,0,0,0
16,0,-0.5,0.28811,0,0,0
16.2,0,-0.5,0.28338,0,0,0
16.4,0,-0.5,0.27887,0,0,0
16.6,0,-0.5,0.27458,0,0,0
16.8,0,-0.5,0.27051,0,0,0
17,0,-0.5,0.26667,0,0,0
17.2,0,-0.5,0.26306,0,0,0
17.4,0,-0.5,0.25968,0,0,0
17.6,0,-0.5,0.25654,0,0,0
17.8,0,-0.5,0.25364,0,0,0
18,0,-0.5,0.25098,0,0,0
18.2,0,-0.5,0.24857,0,0,0
18.4,0,-0.5,0.2464,0,0,0
18.6,0,-0.5,0.24449,0,0,0
18.8,0,-0.5,0.24282,0,0,0
19,0,-0.5,0.24141,0,0,0
19.2,0,-0.5,0.24026,0,0,0
19.4,0,-0.5,0.23936,0,0,0
19.6,0,-0.5,0.23872,0,0,0
19.8,0,-0.5,0.23833,0,0,0
20,0,-0.5,0.2382,0,0,0
0,0.2,-0.5,0.7618,0,0,0
0.2,0.2,-0.5,0.76168,0,0,0
0.4,0.2,-0.5,0.76129,0,0,0
0.6,0.2,-0.5,0.76065,0,0,0
0.8,0.2,-0.5,0.75975,0,0,0
1,0.2,-0.5,0.75859,0,0,0
1.2,0.2,-0.5,0.75718,0,0,0
1.4,0.2,-0.5,0.75552,0,0,0
1.6,0.2,-0.5,0.75361,0,0,0
1.8,0.2,-0.5,0.75144,0,0,0
2,0.2,-0.5,0.74903,0,0,0
2.2,0.2,-0.5,0.74637,0,0,0
2.4,0.2,-0.5,0.74347,0,0,0
2.6,0.2,-0.5,0.74033,0,0,0
2.8,0.2,-0.5,0.73695,0,0,0
3,0.2,-0.5,0.73334,0,0,0
3.2,0.2,-0.5,0.72949,0,0,0
3.4,0.2,-0.5,0.72543,0,0,0
3.6,0.2,-0.5,0.72113,0,0,0
