"Points:0","Points:1","Points:2","T","U:0","U:1","U:2"
0,0,-0.5,0.88611,0,0,0
0.2,0,-0.5,0.88593,0,0,0
0.4,0,-0.5,0.88539,0,0,0
0.6,0,-0.5,0.88449,0,0,0
0.8,0,-0.5,0.88323,0,0,0
1,0,-0.5,0.88161,0,0,0
1.2,0,-0.5,0.87962,0,0,0
1.4,0,-0.5,0.87729,0,0,0
1.6,0,-0.5,0.87459,0,0,0
1.8,0,-0.5,0.87154,0,0,0
2,0,-0.5,0.86814,0,0,0
2.2,0,-0.5,0.86438,0,0,0
2.4,0,-0.5,0.86028,0,0,0
2.6,0,-0.5,0.85582,0,0,0
2.8,0,-0.5,0.85103,0,0,0
3,0,-0.5,0.84589,0,0,0
3.2,0,-0.5,0.84041,0,0,0
3.4,0,-0.5,0.8346,0,0,0
3.6,0,-0.5,0.82846,0,0,0
3.8,0,-0.5,0.82199,0,0,0
4,0,-0.5,0.8152,0,0,0
4.2,0,-0.5,0.80809,0,0,0
4.4,0,-0.5,0.80067,0,0,0
4.6,0,-0.5,0.79294,0,0,0
4.8,0,-0.5,0.78491,0,0,0
5,0,-0.5,0.77659,0,0,0
5.2,0,-0.5,0.76798,0,0,0
5.4,0,-0.5,0.7591,0,0,0
5.6,0,-0.5,0.74994,0,0,0
5.8,0,-0.5,0.74051,0,0,0
6,0,-0.5,0.73083,0,0,0
6.2,0,-0.5,0.72091,0,0,0
6.4,0,-0.5,0.71074,0,0,0
6.6,0,-0.5,0.70035,0,0,0
6.8,0,-0.5,0.68974,0,0,0
7,0,-0.5,0.67893,0,0,0
7.2,0,-0.5,0.66791,0,0,0
7.4,0,-0.5,0.65672,0,0,0
7.6,0,-0.5,0.64535,0,0,0
7.8,0,-0.5,0.63382,0,0,0
8,0,-0.5,0.62213,0,0,0
8.2,0,-0.5,0.61032,0,0,0
8.4,0,-0.5,0.59838,0,0,0
8.6,0,-0.5,0.58632,0,0,0
8.8,0,-0.5,0.57417,0,0,0
9,0,-0.5,0.56194,0,0,0
9.2,0,-0.5,0.54964,0,0,0
9.4,0,-0.5,0.53728,0,0,0
9.6,0,-0.5,0.52488,0,0,0
9.8,0,-0.5,0.51245,0,0,0
10,0,-0.5,0.5,0,0,0
10.2,0,-0.5,0.48756,0,0,0
10.4,0,-0.5,0.47513,0,0,0
10.6,0,-0.5,0.46273,0,0,0
10.8,0,-0.5,0.45037,0,0,0
11,0,-0.5,0.43806,0,0,0
11.2,0,-0.5,0.42583,0,0,0
11.4,0,-0.5,0.41368,0,0,0
11.6,0,-0.5,0.40163,0,0,0
11.8,0,-0.5,0.38969,0,0,0
12,0,-0.5,0.37787,0,0,0
12.2,0,-0.5,0.36619,0,0,0
12.4,0,-0.5,0.35466,0,0,0
12.6,0,-0.5,0.34329,0,0,0
12.8,0,-0.5,0.33209,0,0,0
13,0,-0.5,0.32108,0,0,0
13.2,0,-0.5,0.31026,0,0,0
13.4,0,-0.5,0.29965,0,0,0
13.6,0,-0.5,0.28926,0,0,0
