"Points:0","Points:1","Points:2","T","U:0","U:1","U:2"
0,0,-0.5,0.9875,0,0,0
0.2,0,-0.5,0.98739,0,0,0
0.4,0,-0.5,0.98707,0,0,0
0.6,0,-0.5,0.98651,0,0,0
0.8,0,-0.5,0.98574,0,0,0
1,0,-0.5,0.98472,0,0,0
1.2,0,-0.5,0.98347,0,0,0
1.4,0,-0.5,0.98197,0,0,0
1.6,0,-0.5,0.9802,0,0,0
1.8,0,-0.5,0.97816,0,0,0
2,0,-0.5,0.97584,0,0,0
2.2,0,-0.5,0.97321,0,0,0
2.4,0,-0.5,0.97026,0,0,0
2.6,0,-0.5,0.96697,0,0,0
2.8,0,-0.5,0.96333,0,0,0
3,0,-0.5,0.95931,0,0,0
3.2,0,-0.5,0.9549,0,0,0
3.4,0,-0.5,0.95008,0,0,0
3.6,0,-0.5,0.94482,0,0,0
3.8,0,-0.5,0.93911,0,0,0
4,0,-0.5,0.93293,0,0,0
4.2,0,-0.5,0.92625,0,0,0
4.4,0,-0.5,0.91906,0,0,0
4.6,0,-0.5,0.91134,0,0,0
4.8,0,-0.5,0.90308,0,0,0
5,0,-0.5,0.89425,0,0,0
5.2,0,-0.5,0.88485,0,0,0
5.4,0,-0.5,0.87487,0,0,0
5.6,0,-0.5,0.86429,0,0,0
5.8,0,-0.5,0.85311,0,0,0
6,0,-0.5,0.84133,0,0,0
6.2,0,-0.5,0.82894,0,0,0
6.4,0,-0.5,0.81594,0,0,0
6.6,0,-0.5,0.80235,0,0,0
6.8,0,-0.5,0.78816,0,0,0
7,0,-0.5,0.77339,0,0,0
7.2,0,-0.5,0.75806,0,0,0
7.4,0,-0.5,0.74218,0,0,0
7.6,0,-0.5,0.72578,0,0,0
7.8,0,-0.5,0.70887,0,0,0
8,0,-0.5,0.6915,0,0,0
8.2,0,-0.5,0.67368,0,0,0
8.4,0,-0.5,0.65545,0,0,0
8.6,0,-0.5,0.63686,0,0,0
8.8,0,-0.5,0.61794,0,0,0
9,0,-0.5,0.59873,0,0,0
9.2,0,-0.5,0.57928,0,0,0
9.4,0,-0.5,0.55963,0,0,0
9.6,0,-0.5,0.53984,0,0,0
9.8,0,-0.5,0.51995,0,0,0
