-9.424778,1.000000,-0.000000
-9.422893,-1.000000,-0.007200
-9.421008,-1.000000,-0.014400
-9.419123,-1.000000,-0.021599
-9.417238,-1.000000,-0.028797
-9.415353,-1.000000,-0.035994
-9.413468,-1.000000,-0.043189
-9.411583,-1.000000,-0.050383
-9.409698,-1.000000,-0.057575
-9.407813,-1.000000,-0.064764
-9.405928,-1.000000,-0.071950
-9.404043,-1.000000,-0.079134
-9.402158,-1.000000,-0.086314
-9.400274,-1.000000,-0.093491
-9.398389,-1.000000,-0.100664
-9.396504,-1.000000,-0.107832
-9.394619,-1.000000,-0.114996
-9.392734,-1.000000,-0.122156
-9.390849,-1.000000,-0.129310
-9.388964,-1.000000,-0.136459
-9.387079,-1.000000,-0.143603
-9.385194,-1.000000,-0.150740
-9.383309,-1.000000,-0.157871
-9.381424,-1.000000,-0.164996
-9.379539,-1.000000,-0.172114
-9.377654,-1.000000,-0.179225
-9.375769,-1.000000,-0.186328
-9.373884,-1.000000,-0.193423
-9.371999,-1.000000,-0.200511
-9.370114,-1.000000,-0.207590
-9.368229,-1.000000,-0.214661
-9.366344,-1.000000,-0.221723
-9.364459,-1.000000,-0.228776
-9.362574,-1.000000,-0.235819
-9.360689,-1.000000,-0.242853
-9.358805,-1.000000,-0.249877
-9.356920,-1.000000,-0.256890
-9.355035,-1.000000,-0.263893
-9.353150,-1.000000,-0.270885
-9.351265,-1.000000,-0.277865
-9.349380,-1.000000,-0.284835
-9.347495,-1.000000,-0.291792
-9.345610,-1.000000,-0.298738
-9.343725,-1.000000,-0.305671
-9.341840,-1.000000,-0.312592
-9.339955,-1.000000,-0.319500
-9.338070,-1.000000,-0.326395
-9.336185,-1.000000,-0.333276
-9.334300,-1.000000,-0.340144
-9.332415,-1.000000,-0.346998
-9.330530,-1.000000,-0.353838
-9.328645,-1.000000,-0.360663
-9.326760,-1.000000,-0.367473
-9.324875,-1.000000,-0.374269
-9.322990,-1.000000,-0.381049
-9.321105,-1.000000,-0.387813
-9.319220,-1.000000,-0.394562
-9.317335,-1.000000,-0.401295
-9.315451,-1.000000,-0.408011
-9.313566,-1.000000,-0.414711
-9.311681,-1.000000,-0.421393
-9.309796,-1.000000,-0.428059
-9.307911,-1.000000,-0.434707
-9.306026,-1.000000,-0.441338
-9.304141,-1.000000,-0.447950
-9.302256,-1.000000,-0.454545
-9.300371,-1.000000,-0.461121
-9.298486,-1.000000,-0.467678
-9.296601,-1.000000,-0.474216
-9.294716,-1.000000,-0.480736
-9.292831,-1.000000,-0.487235
-9.290946,-1.000000,-0.493715
-9.289061,-1.000000,-0.500176
-9.287176,-1.000000,-0.506615
-9.285291,-1.000000,-0.513035
-9.283406,-1.000000,-0.519434
-9.281521,-1.000000,-0.525812
-9.279636,-1.000000,-0.532168
-9.277751,-1.000000,-0.538504
-9.275866,-1.000000,-0.544817
-9.273982,-1.000000,-0.551109
-9.272097,-1.000000,-0.557379
-9.270212,-1.000000,-0.563627
-9.268327,-1.000000,-0.569851
-9.266442,-1.000000,-0.576054
-9.264557,-1.000000,-0.582233
-9.262672,-1.000000,-0.588388
-9.260787,-1.000000,-0.594521
-9.258902,-1.000000,-0.600630
-9.257017,-1.000000,-0.606714
-9.255132,-1.000000,-0.612775
-9.253247,-1.000000,-0.618811
-9.251362,-1.000000,-0.624823
-9.249477,-1.000000,-0.630810
-9.247592,-1.000000,-0.636772
-9.245707,-1.000000,-0.642709
-9.243822,-1.000000,-0.648620
-9.241937,-1.000000,-0.654506
-9.240052,-1.000000,-0.660366
-9.238167,-1.000000,-0.666200
-9.236282,-1.000000,-0.672008
-9.234397,-1.000000,-0.677789
-9.232512,-1.000000,-0.683544
-9.230628,-1.000000,-0.689272
-9.228743,-1.000000,-0.694973
-9.226858,-1.000000,-0.700646
-9.224973,-1.000000,-0.706293
-9.223088,-1.000000,-0.711911
-9.221203,-1.000000,-0.717502
-9.219318,-1.000000,-0.723065
-9.217433,-1.000000,-0.728600
-9.215548,-1.000000,-0.734107
-9.213663,-1.000000,-0.739585
-9.211778,-1.000000,-0.745034
-9.209893,-1.000000,-0.750455
-9.208008,-1.000000,-0.755846
-9.206123,-1.000000,-0.761209
-9.204238,-1.000000,-0.766542
-9.202353,-1.000000,-0.771845
-9.200468,-1.000000,-0.777119
-9.198583,-1.000000,-0.782363
-9.196698,-1.000000,-0.787577
-9.194813,-1.000000,-0.792761
-9.192928,-1.000000,-0.797915
-9.191043,-1.000000,-0.803038
-9.189159,-1.000000,-0.808130
-9.187274,-1.000000,-0.813192
-9.185389,-1.000000,-0.818223
-9.183504,-1.000000,-0.823222
-9.181619,-1.000000,-0.828191
-9.179734,-1.000000,-0.833128
-9.177849,-1.000000,-0.838034
-9.175964,-1.000000,-0.842908
-9.174079,-1.000000,-0.847750
